# format: artist|title|album|year|listen_url
# Scraped from 17 playlists - 578 songs
Vetusta Morla|La Marea|Deséame Suerte||https://open.spotify.com/track/3ubsmZHxibRIz1q9rWf3ff
Vetusta Morla|Pequeño Desastre Animal|Deséame Suerte||https://open.spotify.com/track/6TMBxwtmMjKPCbQOslu6li
Vetusta Morla|La Cuadratura del Círculo|Deséame Suerte||https://open.spotify.com/track/7vr0Zpqkp72I6pKGhvQDs8
Vetusta Morla|Año Nuevo|Deséame Suerte||https://open.spotify.com/track/06nLLMVAFVaYKJmFAAy3ko
Vetusta Morla|Rey Sol|Deséame Suerte||https://open.spotify.com/track/2g5oBi9JFLtYZ6N4JEW8FR
Vetusta Morla|Saharabbey Road|Deséame Suerte||https://open.spotify.com/track/3kKC32g6Udc9wNHwZcMohb
Vetusta Morla|Al Respirar|Deséame Suerte||https://open.spotify.com/track/2UFq3PFPpILeaD54n8i2Jw
Vetusta Morla|Puntos Suspensivos|Deséame Suerte||https://open.spotify.com/track/3I8OL8lQoPA1TLIrJQi41j
Vetusta Morla|Profetas de la Mañana|Deséame Suerte||https://open.spotify.com/track/2bNUGcb5oX25qVl5ZXzVvG
Twenty One Pilots|RAWFEAR|HS||https://open.spotify.com/track/43ee3gqWBlPKe2MeGJ2S6I
Twenty One Pilots|Drum Show|HS||https://open.spotify.com/track/20BFo9REyGdCxrlPmD3xph
Twenty One Pilots|The Contract|HS||https://open.spotify.com/track/22BA9h34P0Q2PGZudsEBco
Twenty One Pilots|Downstairs|HS||https://open.spotify.com/track/11QNo3ld81pncy71q6VIic
Twenty One Pilots|Tally|HS||https://open.spotify.com/track/0DGf6s54MQ3Oht41mj6s6K
Twenty One Pilots|Next Semester|HS||https://open.spotify.com/track/1BANPzYIhCQkJ1ZFq2Fb0O
Twenty One Pilots|Midwest Indigo|HS||https://open.spotify.com/track/7GVQS66ukm48XZVymA3ZUg
Twenty One Pilots|Routines In The Night|HS||https://open.spotify.com/track/4bDIAWaOBGAAk95nyXI6zJ
Twenty One Pilots|Vignette|HS||https://open.spotify.com/track/3sEufjE0ITaW5qhtnW3avv
Phum Viphurit|Loving And Letting Go|HS||https://open.spotify.com/track/3Zv4HZiyM8TeAbYGdWysXw
ASIAN KUNG-FU GENERATION|Loser|HS||https://open.spotify.com/track/3TCKmUoY27pGRVtf8KQQy8
Gorillaz|Kids with Guns|HS||https://open.spotify.com/track/0eEgMbSzOHmkOeVuNC3E0k
Gorillaz|Sleeping Powder|HS||https://open.spotify.com/track/5pE9vMyvVNOpZFutt6lyy4
Twenty One Pilots|Drag Path|HS||https://open.spotify.com/track/0TlcczkVTGpinpkGJpT81L
ASIAN KUNG-FU GENERATION|フラッシュバック|No Love Song||https://open.spotify.com/track/0I2LS4n94uatBVngiwuslk
ASIAN KUNG-FU GENERATION|未来の破片|No Love Song||https://open.spotify.com/track/6w6bBuMFTcqr6vWYs307ye
ASIAN KUNG-FU GENERATION|電波塔|No Love Song||https://open.spotify.com/track/2ECWvYxNdlwFaaqdtrBspN
ASIAN KUNG-FU GENERATION|アンダースタンド|No Love Song||https://open.spotify.com/track/21HL50mcOqavJNN7krtTD6
ASIAN KUNG-FU GENERATION|夏の日、残像|No Love Song||https://open.spotify.com/track/2QbvvkUZTbulYf1eHF6vQ6
ASIAN KUNG-FU GENERATION|無限グライダー|No Love Song||https://open.spotify.com/track/72x9qYIypIbyOlsvusj1VC
ASIAN KUNG-FU GENERATION|その訳を|No Love Song||https://open.spotify.com/track/0xCc1BmufDYAQImktsGq7i
ASIAN KUNG-FU GENERATION|N.G.S|No Love Song||https://open.spotify.com/track/52Q8OBalnToIEzwHLP6Ls6
ASIAN KUNG-FU GENERATION|自閉探索|No Love Song||https://open.spotify.com/track/4HT2TvICP3ExMV0E0th5by
ASIAN KUNG-FU GENERATION|E|No Love Song||https://open.spotify.com/track/1DkybjuRycHNQKbDpCTcnO
ASIAN KUNG-FU GENERATION|君という花|No Love Song||https://open.spotify.com/track/1YnMDPixSp4cWjnO3Q2D2S
ASIAN KUNG-FU GENERATION|ノーネーム|No Love Song||https://open.spotify.com/track/2Bj0gGjErVEPH6njfG2GmU
ASIAN KUNG-FU GENERATION|振動覚|No Love Song||https://open.spotify.com/track/3iUHFt2vXwOdF7Qm0I0XtH
ASIAN KUNG-FU GENERATION|リライト|No Love Song||https://open.spotify.com/track/3txqYlzoDZGLoW8MGll9tQ
ASIAN KUNG-FU GENERATION|君の街まで|No Love Song||https://open.spotify.com/track/4eeEG54H5Ay1jVmQ212vZH
ASIAN KUNG-FU GENERATION|マイワールド|No Love Song||https://open.spotify.com/track/4Qw1myre3TAiCSbmiiEYOp
ASIAN KUNG-FU GENERATION|夜の向こう|No Love Song||https://open.spotify.com/track/2UwZ522HWeW4XAneODqHKu
ASIAN KUNG-FU GENERATION|ラストシーン|No Love Song||https://open.spotify.com/track/6a8ykogaRv5KD7yIXqoLDg
ASIAN KUNG-FU GENERATION|サイレン|No Love Song||https://open.spotify.com/track/4yg2ONKuiZhHmaB547t6v1
ASIAN KUNG-FU GENERATION|Re:Re:|No Love Song||https://open.spotify.com/track/0WaaPFt4Qy8sVfxKz43bCD
ASIAN KUNG-FU GENERATION|24時|No Love Song||https://open.spotify.com/track/4EZnEUoKYVG5wfx5pF8Gb7
ASIAN KUNG-FU GENERATION|真夜中と真昼の夢|No Love Song||https://open.spotify.com/track/0U9qgW7Iw263gcvAAL6R2r
ASIAN KUNG-FU GENERATION|海岸通り|No Love Song||https://open.spotify.com/track/2psjUf9K0NLjxEldo4Vl7A
ASIAN KUNG-FU GENERATION|ループ＆ループ|No Love Song||https://open.spotify.com/track/5F9GVZg64a1eY2Ne5bSjTe
ASIAN KUNG-FU GENERATION|エントランス|No Love Song||https://open.spotify.com/track/41F9i20xSA91Wh2tBwphA5
ASIAN KUNG-FU GENERATION|ロケットNo.4|No Love Song||https://open.spotify.com/track/135asnLYqPZXc3DGp8Qo9U
ASIAN KUNG-FU GENERATION|絵画教室|No Love Song||https://open.spotify.com/track/6vBHuaPOUKNp1H5EvcgKdN
ASIAN KUNG-FU GENERATION|サイレン#|No Love Song||https://open.spotify.com/track/2sztGAj4De5EDDCZYbVbuy
ASIAN KUNG-FU GENERATION|夕暮れの紅|No Love Song||https://open.spotify.com/track/5etdnAOiwuKzpqNxunBbDh
ASIAN KUNG-FU GENERATION|Hold me tight|No Love Song||https://open.spotify.com/track/7bKLwmBgdsgpjgSZRTQDUb
ASIAN KUNG-FU GENERATION|ロードムービー|No Love Song||https://open.spotify.com/track/21c3vu621w0GiAd7QlWzPc
ASIAN KUNG-FU GENERATION|飛べない魚|No Love Song||https://open.spotify.com/track/1qJXYbhePhWLuMeTrlNVMx
ASIAN KUNG-FU GENERATION|堂々巡りの夜|No Love Song||https://open.spotify.com/track/60Wplzy8FKvNCm3JxtXHw0
ASIAN KUNG-FU GENERATION|嘘とワンダーランド|No Love Song||https://open.spotify.com/track/6BnELncvOlJ8WRwb2fOPXe
ASIAN KUNG-FU GENERATION|永遠に|No Love Song||https://open.spotify.com/track/0QgzMcGVeurduAJhhgEsL1
ASIAN KUNG-FU GENERATION|自閉探索（2004 SHIBUYA-AX) (Live)|No Love Song||https://open.spotify.com/track/5XoHhsZZnYLoWmaSTZlvgE
ASIAN KUNG-FU GENERATION|フラッシュバック（2004 国営ひたち海浜公園) (Live)|No Love Song||https://open.spotify.com/track/005hF4Wvc2vxMzY4yP5ttN
ASIAN KUNG-FU GENERATION|アンダースタンド（2004 国営ひたち海浜公園) (Live)|No Love Song||https://open.spotify.com/track/2YmDFeaN90UYApqffBvxEj
ASIAN KUNG-FU GENERATION|N.G.S　(2005 SHIBUYA-AX）|No Love Song||https://open.spotify.com/track/7CeacAJaVt3vNwIudVL78z
ASIAN KUNG-FU GENERATION|Re:Re:　(2006 横浜アリーナ)|No Love Song||https://open.spotify.com/track/1dm6htqEq0WloaU5TCFBhj
ASIAN KUNG-FU GENERATION|暗号のワルツ|No Love Song||https://open.spotify.com/track/6EMfKWvSY1crIxWj0RdyjT
ASIAN KUNG-FU GENERATION|ワールドアパート|No Love Song||https://open.spotify.com/track/61ssVRFKyHLe1vDetrh6VL
ASIAN KUNG-FU GENERATION|ブラックアウト|No Love Song||https://open.spotify.com/track/7Jmd709lD4k3Sju5Y7baUM
ASIAN KUNG-FU GENERATION|桜草|No Love Song||https://open.spotify.com/track/4OqhCz4CYpNzFhsviTDkQA
ASIAN KUNG-FU GENERATION|路地裏のうさぎ|No Love Song||https://open.spotify.com/track/6uFoVVMtJt8XwzetfGzTcj
ASIAN KUNG-FU GENERATION|ブルートレイン|No Love Song||https://open.spotify.com/track/5ZrpIXZwxOjVJa3EBGx1cw
ASIAN KUNG-FU GENERATION|真冬のダンス|No Love Song||https://open.spotify.com/track/6ov8lCzIKyobrcBhmsyTsP
ASIAN KUNG-FU GENERATION|バタフライ|No Love Song||https://open.spotify.com/track/7Lx995QnN8Zw2AlqxegLQ0
ASIAN KUNG-FU GENERATION|センスレス|No Love Song||https://open.spotify.com/track/2jQLW6pCVXigNasgSTn1C2
ASIAN KUNG-FU GENERATION|月光|No Love Song||https://open.spotify.com/track/3u01jnP51pr8OTewaeriB6
ASIAN KUNG-FU GENERATION|タイトロープ|No Love Song||https://open.spotify.com/track/3L3NhXN0kV2yLVLE0CB2Qy
ASIAN KUNG-FU GENERATION|ワールド ワールド ワールド|No Love Song||https://open.spotify.com/track/2AkQZsLDKIKjtONFO4E4Ql
ASIAN KUNG-FU GENERATION|アフターダーク|No Love Song||https://open.spotify.com/track/6XsJTpZwPKMcG8QK8k14Z6
ASIAN KUNG-FU GENERATION|旅立つ君へ|No Love Song||https://open.spotify.com/track/1ylUhoxTunVcr0verdu7AY
ASIAN KUNG-FU GENERATION|ネオテニー|No Love Song||https://open.spotify.com/track/6Z1T0pLRwg2y00UnXRORGk
ASIAN KUNG-FU GENERATION|トラベログ|No Love Song||https://open.spotify.com/track/5D2hIZzHOh0i5kfMN9DFkZ
ASIAN KUNG-FU GENERATION|No.9|No Love Song||https://open.spotify.com/track/3pUEM7v18yaiWTmA3fayrP
ASIAN KUNG-FU GENERATION|ナイトダイビング|No Love Song||https://open.spotify.com/track/53dyDPkhsbnWz7SLhh8X7B
ASIAN KUNG-FU GENERATION|ライカ|No Love Song||https://open.spotify.com/track/4SBjQMgpE53RCCGvzRdqP1
ASIAN KUNG-FU GENERATION|惑星|No Love Song||https://open.spotify.com/track/71QDYNJUw3ziZbbAAHVpwH
ASIAN KUNG-FU GENERATION|転がる岩、君に朝が降る|No Love Song||https://open.spotify.com/track/33cvF54sRDtyflQJJ4fjbb
ASIAN KUNG-FU GENERATION|ワールド ワールド|No Love Song||https://open.spotify.com/track/2dVs7bzmga5hvBTq4pPlNK
ASIAN KUNG-FU GENERATION|或る街の群青|No Love Song||https://open.spotify.com/track/2sMf2FGk89v6BTJgKXGW1V
ASIAN KUNG-FU GENERATION|新しい世界|No Love Song||https://open.spotify.com/track/2JBCI88lOIhMilK5lhK4zc
ASIAN KUNG-FU GENERATION|藤沢ルーザー|No Love Song||https://open.spotify.com/track/1EHsyVTxdGKZJiUYnR5yET
ASIAN KUNG-FU GENERATION|鵠沼サーフ|No Love Song||https://open.spotify.com/track/5q3Quevic6d1a7AFPGfq8J
ASIAN KUNG-FU GENERATION|江ノ島エスカー|No Love Song||https://open.spotify.com/track/4nXd5mb14Ek2xLnOV9mRtn
ASIAN KUNG-FU GENERATION|腰越クライベイビー|No Love Song||https://open.spotify.com/track/13tvchV3WElZxWCg5HLv9D
ASIAN KUNG-FU GENERATION|七里ヶ浜スカイウォーク|No Love Song||https://open.spotify.com/track/2TtIo7b1IIyjY1TWoC6fRA
ASIAN KUNG-FU GENERATION|稲村ヶ崎ジェーン|No Love Song||https://open.spotify.com/track/43GipwmizIZVGCQnNZUP8V
ASIAN KUNG-FU GENERATION|極楽寺ハートブレイク|No Love Song||https://open.spotify.com/track/7l3euKoFO24vfHakyVyso2
ASIAN KUNG-FU GENERATION|長谷サンズ|No Love Song||https://open.spotify.com/track/6ejhdVZBx1naKsS15OJL9B
ASIAN KUNG-FU GENERATION|由比ヶ浜カイト|No Love Song||https://open.spotify.com/track/4jOcHjJYRLXykeoegDtbUF
ASIAN KUNG-FU GENERATION|鎌倉グッドバイ|No Love Song||https://open.spotify.com/track/7q9xc1HlFwngc2oPfKgate
ASIAN KUNG-FU GENERATION|マジックディスク|No Love Song||https://open.spotify.com/track/6ZYEx7IetMWyiBXbgDBoqx
ASIAN KUNG-FU GENERATION|双子葉|No Love Song||https://open.spotify.com/track/16He7htgqBB1Tmgam17iMO
ASIAN KUNG-FU GENERATION|さよならロストジェネレイション|No Love Song||https://open.spotify.com/track/7rbLplcc7cvh0gYyJ0pfcv
ASIAN KUNG-FU GENERATION|迷子犬と雨のビート|No Love Song||https://open.spotify.com/track/6Yha68ZrTNJr5rCkonWihU
ASIAN KUNG-FU GENERATION|青空と黒い猫|No Love Song||https://open.spotify.com/track/3bQofqqFGTdHyEq9VURoMg
ASIAN KUNG-FU GENERATION|架空生物のブルース|No Love Song||https://open.spotify.com/track/0FelWZcgd4NcDNM0ETwZUq
ASIAN KUNG-FU GENERATION|ラストダンスは悲しみを乗せて|No Love Song||https://open.spotify.com/track/31r1Ej4Tfvxbg090PsosH5
ASIAN KUNG-FU GENERATION|マイクロフォン|No Love Song||https://open.spotify.com/track/6tIYEbLx8NFtNC1CGdcK9h
ASIAN KUNG-FU GENERATION|ライジングサン|No Love Song||https://open.spotify.com/track/6bGjLifUamUf1C1AEZZFKi
ASIAN KUNG-FU GENERATION|イエス|No Love Song||https://open.spotify.com/track/0XIvT0Am8xfb2ZaPOZF2WK
ASIAN KUNG-FU GENERATION|橙|No Love Song||https://open.spotify.com/track/0ZXtht0ji89otVykE8l5Gv
ASIAN KUNG-FU GENERATION|ソラニン|No Love Song||https://open.spotify.com/track/2H9YjQghPZ74vt0U4xHcKq
ASIAN KUNG-FU GENERATION|遥か彼方|No Love Song||https://open.spotify.com/track/5ORPYXJKlpHWIdceavSGrL
ASIAN KUNG-FU GENERATION|ムスタング|No Love Song||https://open.spotify.com/track/45vPWzOabPhF7PxR4XHQLb
